PacmanMove,totalTime,score,pacmanCurrentNodeIndex,pacmanLastMoveMade,ghost1NodeIndex,ghost1EdibleTime,ghost1LairTime,ghost1LastMove,ghost2NodeIndex,ghost2EdibleTime,ghost2LairTime,ghost2LastMove,ghost3NodeIndex,ghost3EdibleTime,ghost3LairTime,ghost3LastMove,ghost4NodeIndex,ghost4EdibleTime,ghost4LairTime,ghost4LastMove,timeOfLastGlobalReversal,pacmanWasEaten,ghost1Eaten,ghost2Eaten,ghost3Eaten,ghost4Eaten,scoreDiff10,scoreDiff25,scoreDiff50,ghost1Distance,ghost2Distance,ghost3Distance,ghost4Distance,euclideanDistanceToPp,pathDistanceToPp,remainingPp
DOWN,1648,5440,948,LEFT,828,0,0,LEFT,1057,0,0,DOWN,93,0,0,DOWN,995,0,0,LEFT,1226,false,false,false,false,false,0,20,40,30,65,121,47,-1,-1,0
RIGHT,1672,5440,1211,DOWN,904,0,0,DOWN,1266,0,0,LEFT,162,0,0,LEFT,1031,0,0,DOWN,1226,false,false,false,false,false,0,0,20,42,55,121,47,-1,-1,0
RIGHT,1684,5440,1223,RIGHT,930,0,0,LEFT,1254,0,0,LEFT,150,0,0,LEFT,1108,0,0,LEFT,1226,false,false,false,false,false,0,0,0,54,31,127,23,-1,-1,0
LEFT,1703,5440,386,LEFT,1292,0,35,NEUTRAL,1292,0,55,NEUTRAL,1292,0,75,NEUTRAL,1292,0,95,NEUTRAL,1226,false,false,false,false,false,0,0,0,-1,-1,-1,-1,-1,-1,0
RIGHT,1731,5440,201,UP,1292,0,7,NEUTRAL,1292,0,27,NEUTRAL,1292,0,47,NEUTRAL,1292,0,67,NEUTRAL,1226,false,false,false,false,false,0,0,0,-1,-1,-1,-1,-1,-1,0
UP,1743,5440,213,RIGHT,493,0,0,LEFT,1292,0,15,NEUTRAL,1292,0,35,NEUTRAL,1292,0,55,NEUTRAL,1226,false,false,false,false,false,0,0,0,75,-1,-1,-1,-1,-1,0
RIGHT,1803,5580,177,DOWN,196,0,0,RIGHT,319,0,0,UP,473,0,0,LEFT,493,0,0,LEFT,1226,false,false,false,false,false,20,60,120,19,25,59,65,-1,-1,0
RIGHT,1815,5580,189,RIGHT,208,0,0,RIGHT,247,0,0,UP,461,0,0,LEFT,481,0,0,LEFT,1226,false,false,false,false,false,0,30,90,19,25,59,41,-1,-1,0
RIGHT,1827,5580,201,RIGHT,220,0,0,RIGHT,176,0,0,RIGHT,428,0,0,UP,413,0,0,UP,1226,false,false,false,false,false,0,0,60,19,25,69,41,-1,-1,0
RIGHT,1839,5580,213,RIGHT,232,0,0,RIGHT,188,0,0,RIGHT,294,0,0,UP,350,0,0,LEFT,1226,false,false,false,false,false,0,0,30,19,25,69,63,-1,-1,0
RIGHT,1851,5580,225,RIGHT,244,0,0,RIGHT,200,0,0,RIGHT,156,0,0,RIGHT,271,0,0,UP,1226,false,false,false,false,false,0,0,0,19,25,69,65,-1,-1,0
DOWN,1863,5580,237,RIGHT,84,0,0,UP,212,0,0,RIGHT,168,0,0,RIGHT,158,0,0,LEFT,1226,false,false,false,false,false,0,0,0,19,25,69,62,-1,-1,0
DOWN,1879,5580,399,DOWN,63,0,0,LEFT,262,0,0,DOWN,184,0,0,RIGHT,306,0,0,DOWN,1226,false,false,false,false,false,0,0,0,45,31,69,30,-1,-1,0
DOWN,1891,5580,540,DOWN,119,0,0,DOWN,334,0,0,DOWN,284,0,0,DOWN,436,0,0,DOWN,1226,false,false,false,false,false,0,0,0,45,49,83,44,-1,-1,0
DOWN,1915,5580,753,DOWN,395,0,0,LEFT,454,0,0,DOWN,358,0,0,LEFT,649,0,0,DOWN,1226,false,false,false,false,false,0,0,0,69,49,88,30,-1,-1,0
DOWN,1927,5580,883,DOWN,422,0,0,DOWN,583,0,0,DOWN,319,0,0,UP,684,0,0,LEFT,1226,false,false,false,false,false,0,0,0,69,49,112,30,-1,-1,0
LEFT,1939,5580,1020,DOWN,551,0,0,DOWN,610,0,0,RIGHT,247,0,0,UP,759,0,0,LEFT,1226,false,false,false,false,false,0,0,0,69,49,114,30,-1,-1,0
DOWN,1951,5580,1008,LEFT,628,0,0,DOWN,677,0,0,DOWN,80,0,0,UP,789,0,0,DOWN,1226,false,false,false,false,false,0,0,0,69,49,136,30,-1,-1,0
LEFT,1975,5580,1271,DOWN,776,0,0,DOWN,764,0,0,RIGHT,91,0,0,DOWN,1014,0,0,LEFT,1226,false,false,false,false,false,0,0,0,69,71,154,30,-1,-1,0
RIGHT,2007,5660,820,DOWN,1318,0,11,NEUTRAL,1318,0,29,NEUTRAL,1318,0,47,NEUTRAL,1318,0,65,NEUTRAL,1226,false,false,false,false,false,30,70,80,-1,-1,-1,-1,25,25,4
UP,2019,5690,832,RIGHT,492,0,0,LEFT,1318,0,17,NEUTRAL,1318,0,35,NEUTRAL,1318,0,53,NEUTRAL,1226,false,false,false,false,false,30,70,110,65,-1,-1,-1,31,31,4
UP,2039,5740,628,UP,522,0,0,DOWN,490,0,0,LEFT,1318,0,15,NEUTRAL,1318,0,33,NEUTRAL,1226,false,false,false,false,false,30,70,130,25,43,-1,-1,48,48,4
UP,2047,5760,561,UP,599,0,0,DOWN,482,0,0,LEFT,1318,0,7,NEUTRAL,1318,0,25,NEUTRAL,1226,false,false,false,false,false,30,70,130,25,43,-1,-1,41,41,4
LEFT,2067,5810,430,LEFT,722,0,0,RIGHT,351,0,0,UP,506,0,0,RIGHT,1318,0,5,NEUTRAL,1226,false,false,false,false,false,30,70,130,55,35,79,-1,26,26,4
RIGHT,2123,5990,151,RIGHT,746,158,0,LEFT,96,158,0,DOWN,670,158,0,UP,471,158,0,DOWN,2102,false,false,false,false,false,30,110,170,95,21,95,39,80,80,3
UP,2135,6020,163,RIGHT,769,146,0,DOWN,120,146,0,DOWN,644,146,0,RIGHT,480,146,0,RIGHT,2102,false,false,false,false,false,30,70,170,83,3,83,33,68,68,3
LEFT,2195,6370,188,DOWN,1020,86,0,DOWN,403,0,0,UP,577,86,0,RIGHT,510,86,0,RIGHT,2102,false,false,false,false,false,30,70,130,93,21,77,29,32,32,3
DOWN,2263,6530,163,LEFT,1021,18,0,UP,356,0,0,DOWN,771,18,0,DOWN,328,18,0,RIGHT,2102,false,false,false,false,false,20,60,120,138,107,133,89,68,68,3
LEFT,2275,6560,308,DOWN,997,6,0,RIGHT,458,0,0,LEFT,807,6,0,DOWN,355,6,0,DOWN,2102,false,false,false,false,false,30,60,120,120,109,115,91,69,69,3
RIGHT,2307,6630,430,DOWN,939,0,0,RIGHT,320,0,0,LEFT,931,0,0,RIGHT,375,0,0,UP,2102,false,false,false,false,false,20,60,110,75,109,83,152,65,65,3
DOWN,2327,6630,561,DOWN,825,0,0,RIGHT,415,0,0,DOWN,894,0,0,UP,216,0,0,LEFT,2102,false,false,false,false,false,0,10,70,35,77,43,128,55,55,3
RIGHT,2335,6630,628,DOWN,833,0,0,RIGHT,508,0,0,LEFT,825,0,0,RIGHT,208,0,0,LEFT,2102,false,false,false,false,false,0,0,50,21,61,27,112,48,48,3
UP,2347,6630,640,RIGHT,845,0,0,RIGHT,496,0,0,LEFT,837,0,0,RIGHT,196,0,0,LEFT,2102,false,false,false,false,false,0,0,20,35,37,37,88,54,54,3
UP,2363,6630,475,UP,768,0,0,UP,480,0,0,LEFT,816,0,0,UP,101,0,0,UP,2102,false,false,false,false,false,0,0,0,35,5,43,72,68,68,3
LEFT,2379,6630,308,UP,736,0,0,RIGHT,599,0,0,DOWN,718,0,0,LEFT,49,0,0,LEFT,2102,false,false,false,false,false,0,0,0,61,27,43,48,69,69,3
RIGHT,2411,6630,430,DOWN,539,0,0,UP,513,0,0,UP,414,0,0,UP,116,0,0,DOWN,2102,false,false,false,false,false,0,0,0,91,13,43,48,65,65,3
UP,7,20,960,LEFT,1292,0,33,NEUTRAL,1292,0,53,NEUTRAL,1292,0,73,NEUTRAL,1292,0,93,NEUTRAL,-1,false,false,false,false,false,-1,-1,-1,-1,-1,-1,-1,35,35,4
LEFT,19,50,834,UP,1292,0,21,NEUTRAL,1292,0,41,NEUTRAL,1292,0,61,NEUTRAL,1292,0,81,NEUTRAL,-1,false,false,false,false,false,30,-1,-1,-1,-1,-1,-1,42,42,4
UP,43,110,810,LEFT,495,0,0,LEFT,1292,0,17,NEUTRAL,1292,0,37,NEUTRAL,1292,0,57,NEUTRAL,-1,false,false,false,false,false,30,70,-1,75,-1,-1,-1,29,29,4
LEFT,55,140,691,UP,483,0,0,LEFT,1292,0,5,NEUTRAL,1292,0,25,NEUTRAL,1292,0,45,NEUTRAL,-1,false,false,false,false,false,30,70,130,51,-1,-1,-1,40,40,4
DOWN,80,150,753,LEFT,669,0,0,DOWN,518,0,0,RIGHT,498,0,0,NEUTRAL,1292,0,20,NEUTRAL,-1,false,false,false,false,false,10,10,80,71,46,66,-1,40,40,4
LEFT,92,180,883,DOWN,714,0,0,RIGHT,530,0,0,RIGHT,510,0,0,RIGHT,1292,0,8,NEUTRAL,-1,false,false,false,false,false,30,40,80,62,46,66,-1,29,29,4
DOWN,116,240,859,LEFT,738,0,0,RIGHT,624,0,0,DOWN,646,0,0,DOWN,514,0,0,RIGHT,-1,false,false,false,false,false,30,70,100,34,46,42,62,42,42,4
LEFT,128,270,996,DOWN,622,0,0,UP,773,0,0,DOWN,734,0,0,LEFT,526,0,0,RIGHT,-1,false,false,false,false,false,30,70,130,58,46,42,82,35,35,4
DOWN,140,300,984,LEFT,547,0,0,UP,891,0,0,DOWN,788,0,0,DOWN,538,0,0,RIGHT,-1,false,false,false,false,false,30,70,130,82,46,42,86,46,46,4
LEFT,176,390,1259,DOWN,280,0,0,UP,1135,0,0,DOWN,990,0,0,LEFT,763,0,0,RIGHT,-1,false,false,false,false,false,30,70,130,142,22,42,82,32,32,4
LEFT,212,480,1223,LEFT,401,0,0,RIGHT,1120,0,0,LEFT,954,0,0,LEFT,916,0,0,DOWN,-1,false,false,false,false,false,30,70,130,131,50,42,51,32,32,4
UP,224,510,1211,LEFT,337,0,0,RIGHT,1086,0,0,UP,942,0,0,LEFT,945,0,0,RIGHT,-1,false,false,false,false,false,30,70,130,107,70,30,27,21,21,4
DOWN,248,570,165,LEFT,1292,0,28,NEUTRAL,1292,0,48,NEUTRAL,1292,0,68,NEUTRAL,1292,0,88,NEUTRAL,-1,false,false,false,false,false,30,70,130,-1,-1,-1,-1,21,21,4
RIGHT,276,640,361,RIGHT,498,0,0,NEUTRAL,1292,0,20,NEUTRAL,1292,0,40,NEUTRAL,1292,0,60,NEUTRAL,-1,false,false,false,false,false,30,70,130,30,-1,-1,-1,40,40,4
LEFT,304,710,189,UP,418,0,0,UP,506,0,0,RIGHT,1292,0,12,NEUTRAL,1292,0,32,NEUTRAL,-1,false,false,false,false,false,30,70,130,42,62,-1,-1,44,44,4
LEFT,316,740,177,LEFT,396,0,0,RIGHT,518,0,0,RIGHT,498,0,0,NEUTRAL,1292,0,20,NEUTRAL,-1,false,false,false,false,false,30,70,130,62,66,70,-1,32,32,4
UP,328,740,165,LEFT,280,0,0,UP,530,0,0,RIGHT,486,0,0,LEFT,1292,0,8,NEUTRAL,-1,false,false,false,false,false,0,40,100,66,75,46,-1,21,21,4
DOWN,380,910,153,RIGHT,66,183,0,LEFT,761,183,0,RIGHT,440,183,0,UP,516,183,0,LEFT,363,false,false,false,false,false,30,110,170,89,69,24,77,92,92,3
DOWN,396,1150,348,DOWN,58,167,0,LEFT,682,167,0,RIGHT,1292,0,38,NEUTRAL,426,167,0,UP,363,false,false,false,false,false,230,270,370,65,45,-1,69,95,95,3
DOWN,408,1180,456,DOWN,113,155,0,DOWN,688,155,0,RIGHT,1292,0,26,NEUTRAL,388,155,0,RIGHT,363,false,false,false,false,false,30,270,370,71,27,-1,74,98,98,3
DOWN,432,1230,691,DOWN,231,131,0,RIGHT,798,131,0,DOWN,1292,0,2,NEUTRAL,328,131,0,UP,363,false,false,false,false,false,20,60,320,83,9,-1,99,40,40,3
RIGHT,444,1230,810,DOWN,237,119,0,RIGHT,813,119,0,RIGHT,488,0,0,LEFT,292,119,0,UP,363,false,false,false,false,false,0,30,290,89,3,68,109,29,29,3
DOWN,468,1630,834,RIGHT,126,95,0,UP,1292,0,17,NEUTRAL,633,0,0,DOWN,125,95,0,UP,363,false,false,false,false,false,0,400,430,125,-1,44,116,42,42,3
LEFT,480,1630,960,DOWN,90,83,0,UP,1292,0,5,NEUTRAL,708,0,0,RIGHT,89,83,0,UP,363,false,false,false,false,false,0,0,400,143,-1,44,134,35,35,3
LEFT,492,1660,948,LEFT,74,71,0,LEFT,491,0,0,LEFT,779,0,0,DOWN,62,71,0,RIGHT,363,false,false,false,false,false,30,30,430,137,95,44,141,25,25,3
LEFT,504,1690,936,LEFT,68,59,0,LEFT,542,0,0,DOWN,842,0,0,LEFT,68,59,0,RIGHT,363,false,false,false,false,false,30,60,60,131,71,44,131,17,17,3
UP,556,1850,1211,RIGHT,71,171,0,RIGHT,574,171,0,UP,834,171,0,RIGHT,65,171,0,LEFT,527,false,false,false,false,false,20,60,160,164,99,48,168,80,80,2
RIGHT,580,1870,948,UP,108,147,0,DOWN,445,147,0,UP,960,147,0,DOWN,107,147,0,DOWN,527,false,false,false,false,false,20,20,80,128,87,12,132,81,81,2
RIGHT,592,1870,960,RIGHT,144,135,0,DOWN,421,135,0,UP,966,135,0,RIGHT,143,135,0,DOWN,527,false,false,false,false,false,0,20,50,134,81,6,125,69,69,2
RIGHT,604,2090,972,RIGHT,240,123,0,LEFT,364,123,0,RIGHT,1292,0,35,NEUTRAL,230,123,0,RIGHT,527,false,false,false,false,false,220,220,240,127,99,-1,131,58,58,2
RIGHT,616,2090,984,RIGHT,263,111,0,DOWN,370,111,0,RIGHT,1292,0,23,NEUTRAL,236,111,0,RIGHT,527,false,false,false,false,false,0,220,240,109,117,-1,113,46,46,2
UP,628,2090,996,RIGHT,299,99,0,DOWN,320,99,0,UP,1292,0,11,NEUTRAL,242,99,0,RIGHT,527,false,false,false,false,false,0,10,220,91,111,-1,105,35,35,2
RIGHT,640,2090,859,UP,335,87,0,DOWN,284,87,0,UP,499,0,0,RIGHT,132,87,0,UP,527,false,false,false,false,false,0,0,220,73,105,77,99,42,42,2
UP,664,2090,883,RIGHT,455,63,0,DOWN,194,63,0,RIGHT,523,0,0,RIGHT,75,63,0,LEFT,527,false,false,false,false,false,0,0,0,37,107,53,87,29,29,2
RIGHT,676,2090,753,UP,560,51,0,DOWN,200,51,0,RIGHT,535,0,0,RIGHT,69,51,0,LEFT,527,false,false,false,false,false,0,0,0,19,89,29,81,40,40,2
DOWN,701,2090,691,RIGHT,648,26,0,DOWN,315,26,0,DOWN,407,0,0,RIGHT,89,26,0,DOWN,527,false,false,false,false,false,0,0,0,31,101,53,99,100,100,2
DOWN,713,2090,810,DOWN,753,14,0,DOWN,376,14,0,RIGHT,343,0,0,RIGHT,125,14,0,DOWN,527,false,false,false,false,false,0,0,0,37,107,53,105,96,96,2
RIGHT,725,2110,936,DOWN,789,2,0,DOWN,382,2,0,RIGHT,436,0,0,DOWN,227,2,0,RIGHT,527,false,false,false,false,false,20,20,20,55,113,53,111,93,93,2
RIGHT,737,2110,948,RIGHT,903,0,0,DOWN,438,0,0,DOWN,565,0,0,DOWN,251,0,0,DOWN,527,false,false,false,false,false,0,20,20,78,101,53,112,81,81,2
RIGHT,749,2110,960,RIGHT,1015,0,0,LEFT,567,0,0,DOWN,649,0,0,DOWN,323,0,0,DOWN,527,false,false,false,false,false,0,0,20,55,77,53,112,69,69,2
DOWN,761,2110,972,RIGHT,1057,0,0,DOWN,652,0,0,DOWN,790,0,0,DOWN,447,0,0,DOWN,527,false,false,false,false,false,0,0,20,41,77,53,99,58,58,2
LEFT,797,2190,1223,DOWN,1254,0,0,LEFT,709,0,0,LEFT,1066,0,0,DOWN,762,0,0,RIGHT,527,false,false,false,false,false,20,60,80,31,91,29,88,68,68,2
UP,809,2190,1211,LEFT,1242,0,0,LEFT,639,0,0,UP,1162,0,0,DOWN,687,0,0,RIGHT,527,false,false,false,false,false,0,30,80,31,91,5,64,80,80,2
LEFT,828,2190,691,DOWN,1292,0,22,NEUTRAL,1292,0,42,NEUTRAL,1292,0,62,NEUTRAL,1292,0,82,NEUTRAL,527,false,false,false,false,false,0,0,40,-1,-1,-1,-1,100,100,2
UP,853,2190,753,LEFT,501,0,0,RIGHT,1292,0,17,NEUTRAL,1292,0,37,NEUTRAL,1292,0,57,NEUTRAL,527,false,false,false,false,false,0,0,0,63,-1,-1,-1,40,40,2
UP,877,2250,540,UP,525,0,0,RIGHT,505,0,0,RIGHT,1292,0,13,NEUTRAL,1292,0,33,NEUTRAL,527,false,false,false,false,false,30,60,60,15,35,-1,-1,36,36,2
UP,889,2280,399,UP,537,0,0,RIGHT,517,0,0,RIGHT,1292,0,1,NEUTRAL,1292,0,21,NEUTRAL,527,false,false,false,false,false,30,70,90,15,35,-1,-1,25,25,2
RIGHT,905,2320,237,UP,335,0,0,UP,533,0,0,RIGHT,513,0,0,RIGHT,1292,0,5,NEUTRAL,527,false,false,false,false,false,30,70,130,15,35,55,-1,11,11,2
RIGHT,957,2490,225,DOWN,402,163,0,RIGHT,529,163,0,LEFT,567,163,0,DOWN,507,163,0,RIGHT,920,false,false,false,false,false,30,70,170,31,51,47,49,94,94,1
DOWN,969,2510,237,RIGHT,408,151,0,RIGHT,523,151,0,LEFT,600,151,0,RIGHT,513,151,0,RIGHT,920,false,false,false,false,false,20,60,160,25,45,65,55,92,92,1
DOWN,985,2510,399,DOWN,340,135,0,RIGHT,454,135,0,UP,608,135,0,RIGHT,521,135,0,RIGHT,920,false,false,false,false,false,0,20,80,17,37,57,31,76,76,1
LEFT,997,2510,540,DOWN,346,123,0,RIGHT,430,123,0,UP,629,123,0,DOWN,527,123,0,RIGHT,920,false,false,false,false,false,0,0,50,35,31,45,13,64,64,1
UP,1021,2710,516,LEFT,276,99,0,UP,393,99,0,RIGHT,744,99,0,RIGHT,1292,0,22,NEUTRAL,920,false,false,false,false,false,0,200,200,71,19,39,-1,71,71,1
RIGHT,1033,2720,386,UP,153,87,0,UP,334,87,0,UP,750,87,0,RIGHT,1292,0,10,NEUTRAL,920,false,false,false,false,false,10,10,210,76,13,57,-1,82,82,1
LEFT,1061,3180,225,UP,109,59,0,UP,1292,0,33,NEUTRAL,764,59,0,RIGHT,480,0,0,LEFT,920,false,false,false,false,false,420,460,470,83,-1,75,76,94,94,1
LEFT,1073,3210,213,LEFT,0,47,0,UP,1292,0,21,NEUTRAL,683,47,0,RIGHT,361,0,0,UP,920,false,false,false,false,false,30,460,500,80,-1,93,52,97,97,1
DOWN,1085,3240,201,LEFT,6,35,0,RIGHT,1292,0,9,NEUTRAL,689,35,0,RIGHT,349,0,0,LEFT,920,false,false,false,false,false,30,60,520,62,-1,102,52,101,101,1
RIGHT,1113,3300,386,RIGHT,20,7,0,RIGHT,517,0,0,RIGHT,585,7,0,UP,177,0,0,RIGHT,920,false,false,false,false,false,20,60,120,76,13,84,52,82,82,1
RIGHT,1141,3300,225,UP,178,0,0,RIGHT,439,0,0,UP,347,0,0,LEFT,205,0,0,RIGHT,920,false,false,false,false,false,0,0,50,47,35,52,20,94,94,1
DOWN,1153,3300,237,RIGHT,190,0,0,RIGHT,311,0,0,UP,411,0,0,LEFT,217,0,0,RIGHT,920,false,false,false,false,false,0,0,20,47,11,28,20,92,92,1
LEFT,1,10,213,DOWN,1292,0,39,NEUTRAL,1292,0,59,NEUTRAL,1292,0,79,NEUTRAL,1292,0,99,NEUTRAL,-1,false,false,false,false,false,-1,-1,-1,-1,-1,-1,-1,32,32,4
DOWN,13,40,201,LEFT,1292,0,27,NEUTRAL,1292,0,47,NEUTRAL,1292,0,67,NEUTRAL,1292,0,87,NEUTRAL,-1,false,false,false,false,false,30,-1,-1,-1,-1,-1,-1,44,44,4
RIGHT,41,110,386,RIGHT,499,0,0,RIGHT,1292,0,19,NEUTRAL,1292,0,39,NEUTRAL,1292,0,59,NEUTRAL,-1,false,false,false,false,false,30,70,-1,29,-1,-1,-1,40,40,4
UP,69,180,225,UP,527,0,0,RIGHT,489,0,0,LEFT,1292,0,11,NEUTRAL,1292,0,31,NEUTRAL,-1,false,false,false,false,false,30,70,130,51,67,-1,-1,21,21,4
DOWN,121,350,237,LEFT,335,183,0,DOWN,463,183,0,RIGHT,446,183,0,UP,503,183,0,RIGHT,104,false,false,false,false,false,30,110,170,15,60,49,65,92,92,3
RIGHT,137,390,399,DOWN,406,167,0,RIGHT,471,167,0,RIGHT,414,167,0,UP,511,167,0,RIGHT,104,false,false,false,false,false,30,70,170,7,52,47,41,95,95,3
DOWN,162,600,348,RIGHT,1292,0,24,NEUTRAL,441,142,0,UP,398,142,0,RIGHT,426,142,0,UP,104,false,false,false,false,false,10,210,280,-1,40,69,69,25,25,3
RIGHT,174,630,456,DOWN,1292,0,12,NEUTRAL,417,130,0,UP,304,130,0,UP,388,130,0,RIGHT,104,false,false,false,false,false,30,40,280,-1,34,75,74,36,36,3
UP,198,630,480,RIGHT,486,0,0,LEFT,371,106,0,RIGHT,227,106,0,RIGHT,328,106,0,UP,104,false,false,false,false,false,0,10,40,6,22,78,62,48,48,3
RIGHT,210,640,361,UP,474,0,0,LEFT,314,94,0,UP,233,94,0,RIGHT,292,94,0,UP,104,false,false,false,false,false,10,10,50,18,16,72,72,40,40,3
RIGHT,238,1110,189,UP,416,0,0,UP,1292,0,38,NEUTRAL,305,66,0,DOWN,231,66,0,RIGHT,104,false,false,false,false,false,430,470,480,54,-1,58,42,44,44,3
RIGHT,250,1130,201,RIGHT,276,0,0,UP,1292,0,26,NEUTRAL,399,54,0,DOWN,237,54,0,RIGHT,104,false,false,false,false,false,20,460,500,54,-1,52,36,56,56,3
RIGHT,262,1130,213,RIGHT,159,0,0,RIGHT,1292,0,14,NEUTRAL,405,42,0,RIGHT,281,42,0,DOWN,104,false,false,false,false,false,0,30,490,54,-1,46,30,68,68,3
RIGHT,274,1150,225,RIGHT,171,0,0,RIGHT,1292,0,2,NEUTRAL,411,30,0,RIGHT,317,30,0,DOWN,104,false,false,false,false,false,20,20,480,54,-1,40,24,80,80,3
DOWN,286,1170,237,RIGHT,183,0,0,RIGHT,508,0,0,RIGHT,341,18,0,RIGHT,401,18,0,RIGHT,104,false,false,false,false,false,20,40,470,54,60,34,18,92,92,3
DOWN,302,1170,399,DOWN,199,0,0,RIGHT,524,0,0,RIGHT,330,2,0,UP,409,2,0,RIGHT,104,false,false,false,false,false,0,20,40,54,28,26,10,95,95,3
DOWN,314,1200,540,DOWN,303,0,0,DOWN,536,0,0,RIGHT,264,0,0,UP,344,0,0,RIGHT,104,false,false,false,false,false,30,30,70,54,4,49,33,98,98,3
DOWN,338,1260,753,DOWN,434,0,0,DOWN,293,0,0,UP,289,0,0,DOWN,569,0,0,DOWN,104,false,false,false,false,false,30,70,90,54,44,97,41,40,40,3
LEFT,350,1290,883,DOWN,563,0,0,DOWN,241,0,0,RIGHT,353,0,0,RIGHT,655,0,0,DOWN,104,false,false,false,false,false,30,70,120,54,68,105,41,29,29,3
DOWN,374,1350,859,LEFT,734,0,0,LEFT,70,0,0,LEFT,314,0,0,UP,758,0,0,LEFT,104,false,false,false,false,false,30,70,130,30,116,100,41,42,42,3
LEFT,386,1380,996,DOWN,788,0,0,DOWN,58,0,0,LEFT,189,0,0,UP,793,0,0,DOWN,104,false,false,false,false,false,30,70,130,30,124,124,41,35,35,3
DOWN,398,1410,984,LEFT,853,0,0,RIGHT,225,0,0,DOWN,201,0,0,RIGHT,911,0,0,DOWN,104,false,false,false,false,false,30,70,130,30,124,124,41,46,46,3
LEFT,434,1500,1259,DOWN,978,0,0,LEFT,442,0,0,DOWN,442,0,0,DOWN,1165,0,0,DOWN,104,false,false,false,false,false,30,70,130,42,124,124,17,32,32,3
LEFT,470,1590,1223,LEFT,942,0,0,LEFT,732,0,0,LEFT,572,0,0,DOWN,1115,0,0,LEFT,104,false,false,false,false,false,30,70,130,42,100,113,55,32,32,3
UP,482,1620,1211,LEFT,930,0,0,LEFT,720,0,0,LEFT,660,0,0,DOWN,1056,0,0,UP,104,false,false,false,false,false,30,70,130,42,76,89,65,21,21,3
LEFT,506,1680,948,UP,1179,0,0,DOWN,838,0,0,LEFT,686,0,0,RIGHT,965,0,0,LEFT,104,false,false,false,false,false,30,70,130,42,28,41,17,25,25,3
LEFT,518,1710,936,LEFT,1201,0,0,RIGHT,826,0,0,LEFT,790,0,0,DOWN,953,0,0,LEFT,104,false,false,false,false,false,30,70,130,42,28,17,17,17,17,3
UP,570,2070,1211,RIGHT,1292,0,36,NEUTRAL,912,171,0,DOWN,1029,171,0,DOWN,892,171,0,UP,541,false,false,false,false,false,220,260,360,-1,40,43,45,80,80,2
LEFT,594,2070,948,UP,1292,0,12,NEUTRAL,928,147,0,LEFT,1125,147,0,DOWN,819,147,0,RIGHT,541,false,false,false,false,false,0,0,260,-1,20,33,33,81,81,2
LEFT,606,2070,936,LEFT,498,0,0,NEUTRAL,1059,135,0,DOWN,1161,135,0,DOWN,825,135,0,RIGHT,541,false,false,false,false,false,0,0,230,90,14,27,27,84,84,2
UP,658,3270,1211,RIGHT,714,0,0,RIGHT,1292,0,11,NEUTRAL,1292,0,37,NEUTRAL,791,83,0,UP,541,false,false,false,false,false,800,800,1200,74,-1,-1,65,80,80,2
LEFT,682,3270,948,UP,836,0,0,LEFT,485,0,0,LEFT,1292,0,13,NEUTRAL,721,59,0,RIGHT,541,false,false,false,false,false,0,0,800,26,89,-1,53,81,81,2
UP,694,3270,936,LEFT,921,0,0,DOWN,566,0,0,DOWN,1292,0,1,NEUTRAL,727,47,0,RIGHT,541,false,false,false,false,false,0,0,800,26,65,-1,71,84,84,2
RIGHT,706,3300,810,UP,970,0,0,RIGHT,651,0,0,DOWN,487,0,0,LEFT,784,35,0,DOWN,541,false,false,false,false,false,30,30,30,46,55,67,65,72,72,2
DOWN,730,3360,834,RIGHT,994,0,0,RIGHT,723,0,0,RIGHT,463,0,0,LEFT,852,11,0,RIGHT,541,false,false,false,false,false,30,70,90,46,31,67,53,73,73,2
RIGHT,742,3390,960,DOWN,890,0,0,UP,735,0,0,RIGHT,557,0,0,DOWN,859,0,0,RIGHT,541,false,false,false,false,false,30,70,120,46,55,67,48,69,69,2
DOWN,754,3420,972,RIGHT,869,0,0,RIGHT,640,0,0,UP,637,0,0,DOWN,996,0,0,DOWN,541,false,false,false,false,false,30,70,130,46,79,67,24,58,58,2
LEFT,790,3500,1223,DOWN,763,0,0,RIGHT,393,0,0,RIGHT,941,0,0,RIGHT,1122,0,0,RIGHT,541,false,false,false,false,false,20,60,120,87,151,43,48,68,68,2
UP,802,3500,1211,LEFT,688,0,0,RIGHT,298,0,0,UP,953,0,0,RIGHT,1259,0,0,DOWN,541,false,false,false,false,false,0,30,90,63,151,29,48,80,80,2
RIGHT,826,3500,948,UP,916,0,0,DOWN,61,0,0,RIGHT,977,0,0,RIGHT,1123,0,0,UP,541,false,false,false,false,false,0,0,30,15,140,29,72,81,81,2
UP,838,3520,960,RIGHT,945,0,0,RIGHT,73,0,0,RIGHT,989,0,0,RIGHT,1008,0,0,UP,541,false,false,false,false,false,20,20,20,15,150,29,48,69,69,2
LEFT,850,3520,834,UP,957,0,0,RIGHT,120,0,0,DOWN,910,0,0,UP,996,0,0,LEFT,541,false,false,false,false,false,0,20,20,15,126,53,48,73,73,2
UP,874,3520,810,LEFT,843,0,0,RIGHT,311,0,0,DOWN,876,0,0,RIGHT,871,0,0,RIGHT,541,false,false,false,false,false,0,0,20,33,78,56,61,72,72,2
