PacmanMove,totalTime,score,pacmanCurrentNodeIndex,pacmanLastMoveMade,ghost1NodeIndex,ghost1EdibleTime,ghost1LairTime,ghost1LastMove,ghost2NodeIndex,ghost2EdibleTime,ghost2LairTime,ghost2LastMove,ghost3NodeIndex,ghost3EdibleTime,ghost3LairTime,ghost3LastMove,ghost4NodeIndex,ghost4EdibleTime,ghost4LairTime,ghost4LastMove,timeOfLastGlobalReversal,pacmanWasEaten,ghost1Eaten,ghost2Eaten,ghost3Eaten,ghost4Eaten,scoreDiff10,scoreDiff25,scoreDiff50,ghost1Distance,ghost2Distance,ghost3Distance,ghost4Distance,euclideanDistanceToPp,pathDistanceToPp,remainingPp
LEFT,46,160,165,DOWN,492,0,0,LEFT,1292,0,14,NEUTRAL,1292,0,34,NEUTRAL,1292,0,54,NEUTRAL,-1,false,false,false,false,false,30,70,-1,52,-1,-1,-1,80,80,3
DOWN,58,190,153,LEFT,480,0,0,LEFT,1292,0,2,NEUTRAL,1292,0,22,NEUTRAL,1292,0,42,NEUTRAL,-1,false,false,false,false,false,30,70,170,52,-1,-1,-1,92,92,3
DOWN,74,230,348,DOWN,365,0,0,RIGHT,512,0,0,RIGHT,1292,0,6,NEUTRAL,1292,0,26,NEUTRAL,-1,false,false,false,false,false,30,70,130,52,65,-1,-1,95,95,3
DOWN,86,260,456,DOWN,314,0,0,UP,524,0,0,RIGHT,492,0,0,LEFT,1292,0,14,NEUTRAL,-1,false,false,false,false,false,30,70,130,52,65,36,-1,98,98,3
DOWN,110,320,691,DOWN,201,0,0,RIGHT,572,0,0,DOWN,598,0,0,DOWN,488,0,0,LEFT,-1,false,false,false,false,false,30,70,130,100,41,36,56,40,40,3
RIGHT,122,350,810,DOWN,315,0,0,DOWN,660,0,0,DOWN,586,0,0,LEFT,554,0,0,DOWN,-1,false,false,false,false,false,30,70,130,113,41,36,56,29,29,3
DOWN,146,410,834,RIGHT,442,0,0,DOWN,915,0,0,DOWN,691,0,0,LEFT,708,0,0,RIGHT,-1,false,false,false,false,false,30,70,130,76,76,36,32,42,42,3
LEFT,158,440,960,DOWN,571,0,0,DOWN,1012,0,0,LEFT,810,0,0,DOWN,779,0,0,DOWN,-1,false,false,false,false,false,30,70,130,76,52,36,32,35,35,3
DOWN,170,470,948,LEFT,607,0,0,RIGHT,1000,0,0,LEFT,936,0,0,DOWN,842,0,0,LEFT,-1,false,false,false,false,false,30,70,130,89,52,12,32,25,25,3
LEFT,194,530,1211,DOWN,749,0,0,RIGHT,976,0,0,LEFT,1096,0,0,DOWN,956,0,0,LEFT,-1,false,false,false,false,false,30,70,130,89,52,12,32,21,21,3
UP,246,700,936,RIGHT,763,175,0,LEFT,921,175,0,UP,1209,175,0,RIGHT,904,175,0,UP,221,false,false,false,false,false,30,110,170,39,26,38,6,93,93,2
RIGHT,258,920,810,UP,757,163,0,LEFT,897,163,0,UP,1215,163,0,RIGHT,1292,0,35,NEUTRAL,221,false,false,false,false,false,220,260,360,33,28,52,-1,96,96,2
RIGHT,282,920,834,RIGHT,745,139,0,LEFT,842,139,0,RIGHT,1169,139,0,UP,1292,0,11,NEUTRAL,221,false,false,false,false,false,0,0,260,69,8,56,-1,73,73,2
RIGHT,306,1320,716,UP,635,115,0,UP,1292,0,27,NEUTRAL,1101,115,0,RIGHT,511,0,0,RIGHT,221,false,false,false,false,false,0,400,400,52,-1,68,53,68,68,2
DOWN,318,1320,728,RIGHT,609,103,0,LEFT,1292,0,15,NEUTRAL,1107,103,0,RIGHT,567,0,0,DOWN,221,false,false,false,false,false,0,400,400,34,-1,74,29,59,59,2
DOWN,342,1330,859,RIGHT,579,79,0,UP,507,0,0,RIGHT,1037,79,0,UP,653,0,0,DOWN,221,false,false,false,false,false,10,10,410,50,69,38,53,42,42,2
LEFT,354,1360,996,DOWN,555,67,0,UP,551,0,0,DOWN,968,67,0,LEFT,748,0,0,RIGHT,221,false,false,false,false,false,30,40,40,68,69,28,53,35,35,2
LEFT,366,1390,984,LEFT,450,55,0,UP,628,0,0,DOWN,962,55,0,LEFT,793,0,0,DOWN,221,false,false,false,false,false,30,70,70,86,69,22,53,46,46,2
LEFT,378,1400,972,LEFT,426,43,0,UP,737,0,0,LEFT,913,43,0,UP,911,0,0,DOWN,221,false,false,false,false,false,10,50,80,104,69,16,53,58,58,2
UP,390,1420,960,LEFT,388,31,0,RIGHT,725,0,0,LEFT,889,31,0,UP,1013,0,0,LEFT,221,false,false,false,false,false,20,40,100,98,45,10,53,69,69,2
LEFT,402,1420,834,UP,394,19,0,RIGHT,775,0,0,DOWN,838,19,0,RIGHT,1069,0,0,DOWN,221,false,false,false,false,false,0,30,70,92,21,4,67,73,73,2
DOWN,426,1420,810,LEFT,274,0,0,UP,893,0,0,DOWN,783,0,0,UP,1278,0,0,RIGHT,221,false,false,false,false,false,0,0,30,106,27,43,104,96,96,2
RIGHT,438,1420,936,DOWN,107,0,0,UP,957,0,0,LEFT,723,0,0,RIGHT,1290,0,0,RIGHT,221,false,false,false,false,false,0,0,0,120,21,67,106,93,93,2
DOWN,449,1440,165,DOWN,1292,0,38,NEUTRAL,1292,0,58,NEUTRAL,1292,0,78,NEUTRAL,1292,0,98,NEUTRAL,221,false,false,false,false,false,20,20,20,-1,-1,-1,-1,80,80,2
RIGHT,477,1510,361,RIGHT,1292,0,10,NEUTRAL,1292,0,30,NEUTRAL,1292,0,50,NEUTRAL,1292,0,70,NEUTRAL,221,false,false,false,false,false,30,70,90,-1,-1,-1,-1,72,72,2
LEFT,505,1580,189,UP,516,0,0,RIGHT,1292,0,2,NEUTRAL,1292,0,22,NEUTRAL,1292,0,42,NEUTRAL,221,false,false,false,false,false,30,70,130,52,-1,-1,-1,56,56,2
LEFT,517,1610,177,LEFT,386,0,0,UP,488,0,0,LEFT,1292,0,10,NEUTRAL,1292,0,30,NEUTRAL,221,false,false,false,false,false,30,70,130,52,60,-1,-1,68,68,2
LEFT,529,1630,165,LEFT,398,0,0,RIGHT,441,0,0,UP,496,0,0,LEFT,1292,0,18,NEUTRAL,221,false,false,false,false,false,20,60,120,76,36,56,-1,80,80,2
DOWN,541,1630,153,LEFT,268,0,0,UP,357,0,0,LEFT,484,0,0,LEFT,1292,0,6,NEUTRAL,221,false,false,false,false,false,0,30,90,73,36,56,-1,92,92,2
LEFT,557,1630,348,DOWN,237,0,0,RIGHT,289,0,0,UP,468,0,0,LEFT,488,0,0,LEFT,221,false,false,false,false,false,0,0,50,41,36,24,44,95,95,2
UP,611,1630,599,LEFT,1292,0,5,NEUTRAL,1292,0,25,NEUTRAL,1292,0,45,NEUTRAL,1292,0,65,NEUTRAL,221,false,false,false,false,false,0,0,0,-1,-1,-1,-1,57,57,2
UP,623,1630,516,UP,491,0,0,LEFT,1292,0,13,NEUTRAL,1292,0,33,NEUTRAL,1292,0,53,NEUTRAL,221,false,false,false,false,false,0,0,0,25,-1,-1,-1,48,48,2
LEFT,635,1640,386,UP,453,0,0,UP,1292,0,1,NEUTRAL,1292,0,21,NEUTRAL,1292,0,41,NEUTRAL,221,false,false,false,false,false,10,10,10,49,-1,-1,-1,40,40,2
RIGHT,663,1710,201,UP,308,0,0,UP,422,0,0,UP,491,0,0,LEFT,1292,0,13,NEUTRAL,221,false,false,false,false,false,30,70,80,23,31,63,-1,44,44,2
RIGHT,675,1740,213,RIGHT,188,0,0,LEFT,395,0,0,RIGHT,479,0,0,LEFT,1292,0,1,NEUTRAL,221,false,false,false,false,false,30,70,110,25,31,65,-1,32,32,2
UP,687,1770,225,RIGHT,176,0,0,LEFT,286,0,0,UP,467,0,0,LEFT,509,0,0,RIGHT,221,false,false,false,false,false,30,70,130,49,7,76,47,21,21,2
UP,46,160,1211,RIGHT,492,0,0,LEFT,1292,0,14,NEUTRAL,1292,0,34,NEUTRAL,1292,0,54,NEUTRAL,-1,false,false,false,false,false,30,70,-1,120,-1,-1,-1,80,80,3
LEFT,70,220,948,UP,598,0,0,DOWN,488,0,0,LEFT,1292,0,10,NEUTRAL,1292,0,30,NEUTRAL,-1,false,false,false,false,false,30,70,130,72,92,-1,-1,81,81,3
UP,82,250,936,LEFT,704,0,0,DOWN,554,0,0,DOWN,496,0,0,LEFT,1292,0,18,NEUTRAL,-1,false,false,false,false,false,30,70,130,72,68,88,-1,84,84,3
UP,94,280,810,UP,716,0,0,RIGHT,594,0,0,LEFT,484,0,0,LEFT,1292,0,6,NEUTRAL,-1,false,false,false,false,false,30,70,130,48,44,64,-1,72,72,3
LEFT,106,310,691,UP,846,0,0,DOWN,632,0,0,DOWN,472,0,0,LEFT,504,0,0,RIGHT,-1,false,false,false,false,false,30,70,130,48,20,40,72,60,60,3
DOWN,131,320,753,LEFT,961,0,0,RIGHT,686,0,0,LEFT,420,0,0,UP,529,0,0,RIGHT,-1,false,false,false,false,false,10,10,80,74,20,58,35,40,40,3
LEFT,143,350,883,DOWN,973,0,0,RIGHT,761,0,0,LEFT,282,0,0,UP,544,0,0,DOWN,-1,false,false,false,false,false,30,40,80,59,20,82,35,29,29,3
DOWN,167,410,859,LEFT,997,0,0,RIGHT,659,0,0,UP,271,0,0,DOWN,769,0,0,DOWN,-1,false,false,false,false,false,30,70,100,13,52,107,35,42,42,3
LEFT,179,440,996,DOWN,1033,0,0,DOWN,607,0,0,LEFT,350,0,0,RIGHT,887,0,0,DOWN,-1,false,false,false,false,false,30,70,130,13,68,107,35,35,35,3
LEFT,191,470,984,LEFT,1129,0,0,DOWN,634,0,0,DOWN,413,0,0,DOWN,1019,0,0,LEFT,-1,false,false,false,false,false,30,70,130,37,68,107,35,46,46,3
DOWN,203,480,972,LEFT,1270,0,0,LEFT,736,0,0,LEFT,542,0,0,DOWN,1007,0,0,LEFT,-1,false,false,false,false,false,10,50,110,59,68,83,35,58,58,3
LEFT,239,570,1223,DOWN,1234,0,0,LEFT,842,0,0,LEFT,702,0,0,LEFT,971,0,0,LEFT,-1,false,false,false,false,false,30,70,110,11,68,83,37,68,68,3
UP,251,590,1211,LEFT,1222,0,0,LEFT,830,0,0,LEFT,766,0,0,DOWN,959,0,0,LEFT,-1,false,false,false,false,false,20,60,120,11,52,59,35,80,80,3
LEFT,284,590,1211,DOWN,1292,0,23,NEUTRAL,1292,0,43,NEUTRAL,1292,0,63,NEUTRAL,1292,0,83,NEUTRAL,-1,false,false,false,false,false,0,0,40,-1,-1,-1,-1,80,80,3
UP,336,600,936,RIGHT,582,0,0,DOWN,489,0,0,LEFT,1292,0,11,NEUTRAL,1292,0,31,NEUTRAL,-1,false,false,false,false,false,10,10,10,61,81,-1,-1,84,84,3
RIGHT,348,600,810,UP,675,0,0,DOWN,477,0,0,LEFT,497,0,0,LEFT,1292,0,19,NEUTRAL,-1,false,false,false,false,false,0,10,10,59,57,77,-1,72,72,3
DOWN,372,660,834,RIGHT,727,0,0,RIGHT,549,0,0,DOWN,566,0,0,DOWN,493,0,0,LEFT,-1,false,false,false,false,false,30,60,70,35,57,53,73,73,73,3
LEFT,384,690,960,DOWN,739,0,0,RIGHT,625,0,0,DOWN,591,0,0,LEFT,481,0,0,LEFT,-1,false,false,false,false,false,30,70,90,59,57,67,73,69,69,3
LEFT,396,710,948,LEFT,616,0,0,UP,774,0,0,DOWN,650,0,0,DOWN,582,0,0,DOWN,-1,false,false,false,false,false,20,60,110,83,33,53,73,81,81,3
UP,408,710,936,LEFT,543,0,0,UP,892,0,0,DOWN,696,0,0,LEFT,675,0,0,DOWN,-1,false,false,false,false,false,0,30,90,96,9,29,71,84,84,3
DOWN,417,730,189,LEFT,1292,0,34,NEUTRAL,1292,0,54,NEUTRAL,1292,0,74,NEUTRAL,1292,0,94,NEUTRAL,-1,false,false,false,false,false,20,20,90,-1,-1,-1,-1,44,44,3
LEFT,445,800,361,LEFT,1292,0,6,NEUTRAL,1292,0,26,NEUTRAL,1292,0,46,NEUTRAL,1292,0,66,NEUTRAL,-1,false,false,false,false,false,30,70,90,-1,-1,-1,-1,40,40,3
UP,473,870,165,UP,442,0,0,UP,496,0,0,LEFT,1292,0,18,NEUTRAL,1292,0,38,NEUTRAL,-1,false,false,false,false,false,30,70,130,72,56,-1,-1,21,21,3
DOWN,525,1040,153,RIGHT,304,183,0,DOWN,470,183,0,RIGHT,506,183,0,LEFT,512,0,0,RIGHT,508,false,false,false,false,false,30,110,170,79,42,78,81,92,92,2
DOWN,541,1080,348,DOWN,396,167,0,LEFT,478,167,0,RIGHT,498,167,0,LEFT,528,0,0,RIGHT,508,false,false,false,false,false,30,70,170,71,34,54,49,95,95,2
RIGHT,553,1110,456,DOWN,390,155,0,LEFT,441,155,0,UP,492,155,0,LEFT,540,0,0,RIGHT,508,false,false,false,false,false,30,70,170,76,28,36,49,98,98,2
UP,577,1310,480,RIGHT,378,131,0,LEFT,365,131,0,RIGHT,1292,0,38,NEUTRAL,753,0,0,DOWN,508,false,false,false,false,false,200,210,270,56,16,-1,73,76,76,2
RIGHT,589,1310,361,UP,327,119,0,UP,371,119,0,RIGHT,1292,0,26,NEUTRAL,741,0,0,LEFT,508,false,false,false,false,false,0,200,240,54,10,-1,84,72,72,2
RIGHT,617,1710,189,UP,201,91,0,UP,1292,0,27,NEUTRAL,500,0,0,RIGHT,571,0,0,UP,508,false,false,false,false,false,0,400,600,12,-1,60,60,56,56,2
RIGHT,629,1730,201,RIGHT,207,79,0,RIGHT,1292,0,15,NEUTRAL,512,0,0,RIGHT,442,0,0,UP,508,false,false,false,false,false,20,420,420,6,-1,44,36,44,44,2
RIGHT,641,2560,213,RIGHT,1292,0,35,NEUTRAL,1292,0,3,NEUTRAL,426,0,0,UP,382,0,0,LEFT,508,false,false,false,false,false,830,850,1250,-1,-1,44,36,32,32,2
UP,653,2590,225,RIGHT,1292,0,23,NEUTRAL,507,0,0,RIGHT,394,0,0,RIGHT,315,0,0,UP,508,false,false,false,false,false,30,870,1280,-1,49,20,36,21,21,2
LEFT,705,2760,237,LEFT,501,183,0,LEFT,533,183,0,LEFT,113,183,0,DOWN,187,183,0,RIGHT,688,false,false,false,false,false,30,110,170,67,35,18,50,92,92,1
LEFT,717,2980,225,LEFT,495,171,0,LEFT,527,171,0,LEFT,1292,0,38,NEUTRAL,193,171,0,RIGHT,688,false,false,false,false,false,220,260,360,61,51,-1,32,94,94,1
UP,729,2980,213,LEFT,489,159,0,LEFT,521,159,0,LEFT,1292,0,26,NEUTRAL,199,159,0,RIGHT,688,false,false,false,false,false,0,230,330,73,57,-1,14,97,97,1
RIGHT,789,3130,177,DOWN,459,99,0,LEFT,491,99,0,LEFT,382,0,0,LEFT,386,99,0,RIGHT,688,false,false,false,false,false,30,70,130,55,63,48,52,114,114,1
DOWN,801,3150,189,RIGHT,549,87,0,DOWN,485,87,0,LEFT,315,0,0,UP,434,87,0,DOWN,688,false,false,false,false,false,20,60,120,67,45,24,46,107,107,1
DOWN,829,3150,361,LEFT,637,59,0,DOWN,574,59,0,DOWN,185,0,0,LEFT,524,59,0,RIGHT,688,false,false,false,false,false,0,0,50,53,21,32,56,101,101,1
DOWN,841,3150,480,DOWN,673,47,0,DOWN,595,47,0,LEFT,173,0,0,LEFT,530,47,0,RIGHT,688,false,false,false,false,false,0,0,20,47,15,48,50,93,93,1
LEFT,853,3150,598,DOWN,686,35,0,LEFT,589,35,0,LEFT,161,0,0,LEFT,536,35,0,RIGHT,688,false,false,false,false,false,0,0,0,41,9,56,68,85,85,1
DOWN,889,3550,691,LEFT,754,0,0,LEFT,1292,0,17,NEUTRAL,456,0,0,DOWN,402,0,0,RIGHT,688,false,false,false,false,false,0,400,400,24,-1,24,58,100,100,1
RIGHT,901,3550,810,DOWN,618,0,0,UP,1292,0,5,NEUTRAL,585,0,0,DOWN,338,0,0,RIGHT,688,false,false,false,false,false,0,0,400,48,-1,24,58,96,96,1
DOWN,925,3550,834,RIGHT,529,0,0,LEFT,543,0,0,DOWN,810,0,0,DOWN,458,0,0,RIGHT,688,false,false,false,false,false,0,0,0,85,71,24,62,73,73,1
RIGHT,937,3550,960,DOWN,517,0,0,LEFT,616,0,0,DOWN,936,0,0,DOWN,470,0,0,RIGHT,688,false,false,false,false,false,0,0,0,85,71,24,82,69,69,1
RIGHT,949,3570,972,RIGHT,583,0,0,DOWN,739,0,0,LEFT,948,0,0,RIGHT,482,0,0,RIGHT,688,false,false,false,false,false,20,20,20,85,71,24,86,58,58,1
DOWN,961,3570,984,RIGHT,676,0,0,DOWN,768,0,0,DOWN,1096,0,0,DOWN,494,0,0,RIGHT,688,false,false,false,false,false,0,20,20,61,47,48,106,46,46,1
RIGHT,997,3660,1259,DOWN,858,0,0,RIGHT,997,0,0,RIGHT,1235,0,0,RIGHT,530,0,0,RIGHT,688,false,false,false,false,false,30,70,90,61,47,24,106,32,32,1
RIGHT,1009,3690,1271,RIGHT,870,0,0,RIGHT,1009,0,0,RIGHT,1247,0,0,RIGHT,548,0,0,DOWN,688,false,false,false,false,false,30,70,120,59,25,24,82,21,21,1
UP,1061,4060,1020,LEFT,809,175,0,DOWN,1292,0,29,NEUTRAL,1135,175,0,UP,761,175,0,RIGHT,1036,false,false,false,false,false,30,310,370,13,-1,26,32,-1,-1,0
UP,1073,4480,883,UP,1292,0,34,NEUTRAL,1292,0,17,NEUTRAL,1075,163,0,UP,680,163,0,RIGHT,1036,false,false,false,false,false,420,660,760,-1,-1,32,26,-1,-1,0
RIGHT,1085,4480,753,UP,1292,0,22,NEUTRAL,1292,0,5,NEUTRAL,1039,151,0,UP,686,151,0,RIGHT,1036,false,false,false,false,false,0,430,730,-1,-1,38,20,-1,-1,0
DOWN,1110,4480,691,RIGHT,495,0,0,LEFT,478,0,0,LEFT,1019,126,0,RIGHT,631,126,0,UP,1036,false,false,false,false,false,0,0,430,63,46,50,8,-1,-1,0
RIGHT,1122,4480,810,DOWN,483,0,0,LEFT,466,0,0,LEFT,1025,114,0,RIGHT,577,114,0,UP,1036,false,false,false,false,false,0,0,0,63,46,66,26,-1,-1,0
DOWN,1146,4480,834,RIGHT,663,0,0,DOWN,619,0,0,DOWN,1082,90,0,DOWN,448,90,0,UP,1036,false,false,false,false,false,0,0,0,39,46,89,62,-1,-1,0
RIGHT,1158,4480,960,DOWN,713,0,0,RIGHT,770,0,0,DOWN,1142,78,0,DOWN,424,78,0,UP,1036,false,false,false,false,false,0,0,0,39,46,83,80,-1,-1,0
RIGHT,1170,4480,972,RIGHT,799,0,0,DOWN,888,0,0,DOWN,1178,66,0,DOWN,324,66,0,UP,1036,false,false,false,false,false,0,0,0,39,46,77,98,-1,-1,0
RIGHT,1182,4480,984,RIGHT,837,0,0,LEFT,938,0,0,RIGHT,1288,54,0,LEFT,288,54,0,UP,1036,false,false,false,false,false,0,0,0,39,46,65,116,-1,-1,0
RIGHT,1194,4480,996,RIGHT,825,0,0,LEFT,950,0,0,RIGHT,1282,42,0,LEFT,252,42,0,UP,1036,false,false,false,false,false,0,0,0,57,46,47,123,-1,-1,0
DOWN,1206,4510,1008,RIGHT,813,0,0,LEFT,962,0,0,RIGHT,1276,30,0,LEFT,157,30,0,RIGHT,1036,false,false,false,false,false,30,30,30,76,46,29,117,-1,-1,0
LEFT,1230,5360,1271,DOWN,945,0,0,RIGHT,986,0,0,RIGHT,1292,0,33,NEUTRAL,169,6,0,RIGHT,1036,false,false,false,false,false,820,860,880,87,46,-1,153,-1,-1,0
LEFT,1242,5360,1259,LEFT,957,0,0,RIGHT,922,0,0,UP,1292,0,21,NEUTRAL,141,0,0,UP,1036,false,false,false,false,false,0,830,880,63,50,-1,174,-1,-1,0
LEFT,1278,5440,1223,LEFT,993,0,0,RIGHT,891,0,0,DOWN,483,0,0,LEFT,46,0,0,RIGHT,1036,false,false,false,false,false,20,60,80,57,94,123,185,-1,-1,0
UP,1290,5440,1211,LEFT,894,0,0,UP,1018,0,0,LEFT,574,0,0,DOWN,82,0,0,DOWN,1036,false,false,false,false,false,0,30,80,81,94,99,172,-1,-1,0
LEFT,1314,5440,948,UP,880,0,0,RIGHT,994,0,0,LEFT,713,0,0,RIGHT,250,0,0,DOWN,1036,false,false,false,false,false,0,0,30,76,46,51,126,-1,-1,0
UP,1326,5440,936,LEFT,777,0,0,UP,982,0,0,LEFT,799,0,0,DOWN,322,0,0,DOWN,1036,false,false,false,false,false,0,0,0,52,46,51,124,-1,-1,0
UP,1338,5440,810,UP,762,0,0,RIGHT,970,0,0,LEFT,837,0,0,LEFT,389,0,0,LEFT,1036,false,false,false,false,false,0,0,0,28,46,27,100,-1,-1,0
UP,1350,5440,691,UP,687,0,0,RIGHT,921,0,0,UP,825,0,0,LEFT,446,0,0,DOWN,1036,false,false,false,false,false,0,0,0,4,46,27,76,-1,-1,0
UP,1374,5490,456,UP,632,0,0,UP,820,0,0,LEFT,774,0,0,UP,495,0,0,LEFT,1036,false,false,false,false,false,20,50,50,44,46,27,39,-1,-1,0
LEFT,1386,5490,348,UP,594,0,0,RIGHT,802,0,0,UP,625,0,0,UP,483,0,0,LEFT,1036,false,false,false,false,false,0,30,50,52,46,27,39,-1,-1,0
UP,1411,5500,399,LEFT,489,0,0,RIGHT,763,0,0,LEFT,416,0,0,UP,371,0,0,RIGHT,1036,false,false,false,false,false,10,10,40,63,46,27,82,-1,-1,0
LEFT,1427,5530,237,UP,505,0,0,RIGHT,747,0,0,LEFT,410,0,0,LEFT,254,0,0,UP,1036,false,false,false,false,false,20,40,40,63,58,27,50,-1,-1,0
LEFT,1439,5530,225,LEFT,454,0,0,UP,647,0,0,UP,335,0,0,UP,179,0,0,LEFT,1036,false,false,false,false,false,0,30,40,39,70,27,46,-1,-1,0
LEFT,1451,5530,213,LEFT,385,0,0,LEFT,605,0,0,LEFT,263,0,0,UP,87,0,0,UP,1036,false,false,false,false,false,0,0,40,39,70,27,46,-1,-1,0
LEFT,1463,5530,201,LEFT,333,0,0,UP,563,0,0,UP,144,0,0,UP,31,0,0,RIGHT,1036,false,false,false,false,false,0,0,30,15,46,45,46,-1,-1,0
LEFT,1475,5530,189,LEFT,261,0,0,UP,510,0,0,LEFT,77,0,0,LEFT,43,0,0,RIGHT,1036,false,false,false,false,false,0,0,0,15,58,67,46,-1,-1,0
LEFT,1487,5530,177,LEFT,210,0,0,RIGHT,498,0,0,LEFT,65,0,0,LEFT,55,0,0,RIGHT,1036,false,false,false,false,false,0,0,0,33,70,67,46,-1,-1,0
LEFT,1499,5550,165,LEFT,94,0,0,UP,486,0,0,LEFT,107,0,0,DOWN,136,0,0,DOWN,1036,false,false,false,false,false,20,20,20,57,46,67,50,-1,-1,0
DOWN,1511,5570,153,LEFT,48,0,0,LEFT,433,0,0,UP,230,0,0,RIGHT,223,0,0,RIGHT,1036,false,false,false,false,false,20,40,40,63,46,64,70,-1,-1,0
DOWN,1527,5570,348,DOWN,32,0,0,LEFT,371,0,0,RIGHT,299,0,0,DOWN,328,0,0,DOWN,1036,false,false,false,false,false,0,20,40,63,58,32,67,-1,-1,0
DOWN,1539,5570,456,DOWN,81,0,0,DOWN,278,0,0,UP,431,0,0,DOWN,388,0,0,LEFT,1036,false,false,false,false,false,0,0,40,63,58,42,74,-1,-1,0
DOWN,1563,5570,691,DOWN,248,0,0,DOWN,279,0,0,DOWN,642,0,0,DOWN,506,0,0,LEFT,1036,false,false,false,false,false,0,0,0,87,106,32,74,-1,-1,0
RIGHT,1575,5570,810,DOWN,320,0,0,DOWN,376,0,0,RIGHT,758,0,0,RIGHT,494,0,0,LEFT,1036,false,false,false,false,false,0,0,0,87,107,32,74,-1,-1,0
DOWN,1599,5570,834,RIGHT,445,0,0,DOWN,547,0,0,DOWN,778,0,0,DOWN,578,0,0,DOWN,1036,false,false,false,false,false,0,0,0,63,70,32,50,-1,-1,0
RIGHT,1611,5570,960,DOWN,574,0,0,DOWN,622,0,0,DOWN,896,0,0,DOWN,669,0,0,DOWN,1036,false,false,false,false,false,0,0,0,63,70,32,50,-1,-1,0
RIGHT,1623,5570,972,RIGHT,663,0,0,DOWN,738,0,0,LEFT,940,0,0,RIGHT,714,0,0,RIGHT,1036,false,false,false,false,false,0,0,0,63,70,32,50,-1,-1,0
RIGHT,1635,5570,984,RIGHT,713,0,0,RIGHT,772,0,0,DOWN,1048,0,0,DOWN,726,0,0,RIGHT,1036,false,false,false,false,false,0,0,0,63,46,40,50,-1,-1,0
RIGHT,1647,5570,996,RIGHT,725,0,0,RIGHT,849,0,0,RIGHT,1144,0,0,DOWN,804,0,0,DOWN,1036,false,false,false,false,false,0,0,0,39,22,64,26,-1,-1,0
RIGHT,1659,5570,1008,RIGHT,800,0,0,DOWN,861,0,0,RIGHT,1215,0,0,RIGHT,857,0,0,RIGHT,1036,false,false,false,false,false,0,0,0,39,26,80,26,-1,-1,0
UP,1671,5590,1020,RIGHT,856,0,0,RIGHT,873,0,0,RIGHT,1227,0,0,RIGHT,922,0,0,DOWN,1036,false,false,false,false,false,20,20,20,39,22,80,26,-1,-1,0
RIGHT,22,60,386,RIGHT,1292,0,18,NEUTRAL,1292,0,38,NEUTRAL,1292,0,58,NEUTRAL,1292,0,78,NEUTRAL,-1,false,false,false,false,false,30,-1,-1,-1,-1,-1,-1,40,40,4
UP,50,130,225,UP,488,0,0,LEFT,1292,0,10,NEUTRAL,1292,0,30,NEUTRAL,1292,0,50,NEUTRAL,-1,false,false,false,false,false,30,70,130,68,-1,-1,-1,21,21,4
DOWN,102,300,237,LEFT,462,183,0,RIGHT,482,183,0,RIGHT,502,183,0,RIGHT,500,0,0,RIGHT,85,false,false,false,false,false,30,110,170,59,79,66,68,92,92,3
DOWN,118,340,399,DOWN,470,167,0,RIGHT,490,167,0,RIGHT,510,167,0,RIGHT,516,0,0,RIGHT,85,false,false,false,false,false,30,70,170,51,62,42,36,95,95,3
LEFT,130,370,540,DOWN,476,155,0,RIGHT,496,155,0,RIGHT,516,155,0,RIGHT,599,0,0,DOWN,85,false,false,false,false,false,30,70,170,64,44,24,36,98,98,3
LEFT,154,570,516,LEFT,488,131,0,RIGHT,508,131,0,RIGHT,1292,0,30,NEUTRAL,728,0,0,LEFT,85,false,false,false,false,false,200,210,270,28,8,-1,36,76,76,3
UP,190,1770,480,LEFT,1292,0,20,NEUTRAL,1292,0,7,NEUTRAL,492,0,0,LEFT,598,0,0,UP,85,false,false,false,false,false,0,800,1400,-1,-1,12,12,48,48,3
LEFT,202,1780,361,UP,1292,0,8,NEUTRAL,493,0,0,LEFT,480,0,0,LEFT,480,0,0,UP,85,false,false,false,false,false,10,10,1210,-1,25,12,12,40,40,3
UP,230,1850,165,UP,449,0,0,UP,358,0,0,LEFT,440,0,0,UP,508,0,0,RIGHT,85,false,false,false,false,false,30,70,80,38,25,36,68,21,21,3
RIGHT,282,2220,153,RIGHT,313,183,0,DOWN,140,183,0,DOWN,1292,0,31,NEUTRAL,534,183,0,LEFT,265,false,false,false,false,false,230,310,370,24,13,-1,59,92,92,2
RIGHT,294,2240,165,RIGHT,351,171,0,RIGHT,170,171,0,RIGHT,1292,0,19,NEUTRAL,528,171,0,LEFT,265,false,false,false,false,false,20,260,360,18,5,-1,77,94,94,2
RIGHT,306,2670,177,RIGHT,357,159,0,RIGHT,1292,0,33,NEUTRAL,1292,0,7,NEUTRAL,522,159,0,LEFT,265,false,false,false,false,false,430,460,760,36,-1,-1,70,97,97,2
DOWN,318,2700,189,RIGHT,363,147,0,RIGHT,1292,0,21,NEUTRAL,503,0,0,RIGHT,516,147,0,LEFT,265,false,false,false,false,false,30,460,720,26,-1,63,52,101,101,2
LEFT,346,3560,361,LEFT,1292,0,27,NEUTRAL,491,0,0,LEFT,383,0,0,LEFT,601,119,0,RIGHT,265,false,false,false,false,false,20,860,1320,-1,23,63,62,82,82,2
