totalTime,score,pacmanCurrentNodeIndex,pacmanLastMoveMade,ghost1NodeIndex,ghost1EdibleTime,ghost1LairTime,ghost1LastMove,ghost2NodeIndex,ghost2EdibleTime,ghost2LairTime,ghost2LastMove,ghost3NodeIndex,ghost3EdibleTime,ghost3LairTime,ghost3LastMove,ghost4NodeIndex,ghost4EdibleTime,ghost4LairTime,ghost4LastMove,timeOfLastGlobalReversal,pacmanWasEaten,ghost1Eaten,ghost2Eaten,ghost3Eaten,ghost4Eaten
RIGHT,952,3110,189,RIGHT,246,0,0,UP,157,0,0,RIGHT,268,0,0,UP,365,0,0,RIGHT,609,false,false,false,false,false,0,0,20,37,32,40,24,107,107,1
DOWN,964,3110,201,RIGHT,164,0,0,RIGHT,169,0,0,RIGHT,217,0,0,LEFT,314,0,0,UP,609,false,false,false,false,false,0,0,20,37,32,16,24,101,101,1
DOWN,992,3110,386,RIGHT,360,0,0,RIGHT,29,0,0,RIGHT,189,0,0,LEFT,205,0,0,RIGHT,609,false,false,false,false,false,0,0,0,61,72,40,32,82,82,1
RIGHT,1004,3110,516,DOWN,453,0,0,DOWN,41,0,0,RIGHT,314,0,0,DOWN,217,0,0,RIGHT,609,false,false,false,false,false,0,0,0,37,80,64,48,71,71,1
DOWN,1028,3110,540,RIGHT,587,0,0,LEFT,124,0,0,DOWN,441,0,0,DOWN,269,0,0,DOWN,609,false,false,false,false,false,0,0,0,74,56,64,24,64,64,1
DOWN,1052,3110,753,DOWN,692,0,0,LEFT,233,0,0,RIGHT,500,0,0,RIGHT,540,0,0,DOWN,609,false,false,false,false,false,0,0,0,26,56,64,24,40,40,1
DOWN,1064,3110,883,DOWN,680,0,0,LEFT,293,0,0,DOWN,512,0,0,RIGHT,528,0,0,LEFT,609,false,false,false,false,false,0,0,0,26,56,64,48,29,29,1
RIGHT,1076,3140,1020,DOWN,755,0,0,LEFT,427,0,0,DOWN,571,0,0,DOWN,516,0,0,LEFT,609,false,false,false,false,false,30,30,30,26,56,64,72,17,17,1
UP,1128,3240,1271,LEFT,747,171,0,RIGHT,540,171,0,UP,634,171,0,UP,508,171,0,RIGHT,1099,false,false,false,false,false,0,0,100,66,84,92,116,-1,-1,0
RIGHT,1152,3240,1008,UP,648,147,0,UP,399,147,0,UP,555,147,0,UP,442,147,0,UP,1099,false,false,false,false,false,0,0,0,42,72,80,88,-1,-1,0
UP,1164,3260,1020,RIGHT,612,135,0,UP,405,135,0,RIGHT,518,135,0,RIGHT,418,135,0,UP,1099,false,false,false,false,false,20,20,20,36,66,70,82,-1,-1,0
UP,1176,3260,883,UP,564,123,0,UP,411,123,0,RIGHT,524,123,0,RIGHT,390,123,0,RIGHT,1099,false,false,false,false,false,0,20,20,30,60,52,76,-1,-1,0
UP,1188,3260,753,UP,540,111,0,UP,341,111,0,RIGHT,530,111,0,RIGHT,396,111,0,RIGHT,1099,false,false,false,false,false,0,0,20,24,54,34,70,-1,-1,0
LEFT,1212,3460,540,UP,528,87,0,LEFT,306,87,0,UP,1292,0,39,NEUTRAL,280,87,0,UP,1099,false,false,false,true,false,200,200,200,12,42,-1,46,-1,-1,0
UP,1236,3860,516,LEFT,1292,0,35,NEUTRAL,154,63,0,RIGHT,1292,0,15,NEUTRAL,231,63,0,RIGHT,1099,false,false,false,false,false,400,600,600,-1,78,-1,46,-1,-1,0
RIGHT,1248,3860,386,UP,1292,0,23,NEUTRAL,160,51,0,RIGHT,1292,0,3,NEUTRAL,237,51,0,RIGHT,1099,false,false,false,false,false,0,400,600,-1,69,-1,40,-1,-1,0
